Lat,Lng,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Stop,Severity,timestamp,Amenity,Side,State,Distance(mi),Selected
37.7855,-122.391823,False,False,False,False,False,False,False,False,3.0,2020-07-27 18:32:24,False,R,CA,1.4500000476800001,No
37.759823,-122.39225800000001,False,False,False,False,False,False,False,False,3.0,2017-09-30 17:21:39,False,R,CA,0.0,No
37.773758,-122.408524,False,True,False,False,False,False,False,False,2.0,2017-06-27 05:35:33,False,R,CA,0.0,No
37.753439,-122.403051,False,False,False,False,False,False,False,False,2.0,2016-09-07 09:00:12,False,R,CA,0.033,No
37.811178000000005,-122.364005,False,False,False,False,False,False,False,False,2.0,2019-10-19 02:04:00,False,R,CA,0.0,No
37.778081,-122.40116499999999,False,False,False,False,False,False,False,False,2.0,2019-09-01 17:52:00,False,R,CA,0.0,No
37.778081,-122.40116499999999,False,False,False,False,False,False,False,False,2.0,2020-08-03 13:16:00,False,R,CA,0.0,No
37.725182000000004,-122.40163899999999,False,False,False,True,False,False,False,False,2.0,2019-10-08 13:41:00,False,R,CA,0.0,No
37.768947999999995,-122.40637199999999,False,False,False,False,False,False,False,False,2.0,2019-02-14 15:47:23,False,R,CA,0.0,No
37.825603,-122.479279,False,False,False,False,False,False,False,False,2.0,2020-03-27 23:50:58,False,R,CA,0.0,No
37.808321,-122.36702,False,False,False,True,False,False,False,True,2.0,2020-11-02 22:59:00,False,R,CA,2.106,No
37.80811,-122.36719,False,False,False,True,False,False,False,False,2.0,2016-06-01 20:01:53,False,R,CA,0.037000000000000005,No
37.81053,-122.36464,False,False,False,True,False,False,False,False,3.0,2020-04-09 19:20:15,False,R,CA,0.0,No
37.808491,-122.36734799999999,False,False,False,False,False,False,False,True,3.0,2019-04-29 07:02:26,False,R,CA,0.0,No
37.765285,-122.40490700000001,False,False,False,False,False,False,False,False,2.0,2018-11-16 06:56:13,False,R,CA,0.0,No
37.7356,-122.40709,False,False,False,False,False,False,False,False,3.0,2020-06-16 04:21:52,False,R,CA,1.466,No
37.778088000000004,-122.401169,False,False,False,False,False,False,False,False,3.0,2016-05-28 00:31:58,False,R,CA,0.01,No
37.750099,-122.39225,False,False,False,False,False,False,False,False,3.0,2018-05-14 15:59:35,False,R,CA,0.0,No
37.778683,-122.400322,False,False,False,False,False,False,False,False,3.0,2018-03-15 19:36:09,False,R,CA,0.0,No
37.749703000000004,-122.39625600000001,False,False,False,False,False,False,False,False,2.0,2019-10-23 07:36:00,False,L,CA,0.0,No
37.765419,-122.40486100000001,False,False,False,False,False,False,False,False,3.0,2020-05-09 20:43:36,False,R,CA,0.0,No
37.808273,-122.36700400000001,False,False,False,True,False,False,False,True,3.0,2019-02-18 10:45:11,False,R,CA,0.0,No
37.772369,-122.398117,False,False,False,False,False,False,False,False,3.0,2018-01-11 10:13:50,False,R,CA,0.0,No
37.719101,-122.39973400000001,False,False,False,False,False,False,False,False,2.0,2016-08-29 11:22:52,False,R,CA,0.0,No
37.80669,-122.474869,False,False,False,False,False,False,False,False,2.0,2019-09-21 13:31:29,False,R,CA,0.0,No
37.808321,-122.36702,False,False,False,True,False,False,False,True,2.0,2020-11-17 23:44:00.000000000,False,R,CA,2.106,No
37.808253,-122.366974,False,False,False,True,False,False,False,True,2.0,2020-02-10 15:50:00,False,R,CA,0.0,No
37.81053,-122.36464,False,False,False,True,False,False,False,False,1.0,2020-04-14 21:43:13,False,R,CA,0.0,No
37.808209999999995,-122.47655,False,False,False,False,False,False,False,False,3.0,2018-07-26 15:28:35,False,R,CA,1.631,No
37.729942,-122.439501,False,False,False,False,False,False,False,False,2.0,2019-09-11 22:47:00,False,R,CA,0.0,No
37.80811,-122.36719,False,False,False,True,False,False,False,False,2.0,2017-03-15 05:40:57,False,R,CA,0.037000000000000005,No
37.809891,-122.477356,False,False,False,False,False,False,False,False,2.0,2019-08-31 09:42:07,False,R,CA,0.0,No
37.786991,-122.389854,False,False,False,False,False,False,False,False,2.0,2019-12-04 04:43:23,False,R,CA,0.0,No
37.7745,-122.396156,False,True,False,False,False,True,False,False,2.0,2019-10-14 16:40:00,False,R,CA,0.0,No
37.76181,-122.405846,False,False,False,True,False,False,False,False,2.0,2020-04-03 22:26:00,False,R,CA,0.0,No
37.766239,-122.405258,False,False,False,False,False,False,False,False,3.0,2020-05-16 21:11:19,False,R,CA,0.0,No
37.752755,-122.40279,False,False,False,True,False,False,False,False,3.0,2018-07-24 18:26:17,False,R,CA,1.126,No
37.775979,-122.404821,False,False,False,True,False,False,False,False,2.0,2018-07-26 08:12:01,False,R,CA,0.28800000000000003,No
37.778378000000004,-122.400749,False,False,False,False,False,False,False,False,3.0,2017-11-22 00:41:58,False,R,CA,0.0,No
37.813084,-122.36168700000002,False,False,False,False,False,False,False,False,2.0,2020-06-01 05:07:29,False,R,CA,0.0,No
37.808498,-122.36685200000001,False,False,False,False,False,False,False,True,3.0,2016-08-30 10:39:28,False,R,CA,0.0,No
37.73235,-122.4141,False,False,False,False,False,False,False,False,2.0,2017-08-18 13:31:40,False,R,CA,0.67,No
37.769659999999995,-122.41729,False,False,False,False,False,False,False,False,2.0,2019-08-01 12:20:44,False,R,CA,0.441,No
37.746201,-122.404091,False,False,False,False,False,False,False,False,2.0,2019-07-30 17:57:33,False,L,CA,0.509999990463,No
37.77159,-122.42313999999999,False,True,False,False,False,False,False,False,2.0,2019-03-29 14:09:18,False,R,CA,0.027999999999999997,No
37.76252,-122.40541999999999,False,False,False,False,False,False,False,False,3.0,2020-05-27 19:26:06,False,R,CA,0.203,No
37.766317,-122.405257,False,False,False,False,False,False,False,False,2.0,2020-09-24 07:13:00,False,R,CA,0.266,No
37.768240000000006,-122.40584,False,False,False,False,False,False,False,False,2.0,2020-04-04 16:16:00,False,R,CA,0.0,No
37.724007,-122.401474,False,False,False,True,False,False,False,False,2.0,2017-12-21 13:53:14,False,R,CA,0.0,No
37.739777000000004,-122.408119,False,False,False,False,False,False,False,False,2.0,2016-10-20 14:10:35,False,R,CA,0.01,No
37.769581,-122.41688500000001,False,False,False,False,False,False,False,False,2.0,2019-09-20 14:25:00,False,R,CA,0.0,No
37.779682,-122.39946,False,False,False,False,False,False,False,False,3.0,2019-06-23 10:21:32,False,R,CA,1.12999999523,No
37.752502,-122.40303,False,False,False,True,False,False,False,False,2.0,2020-02-26 16:28:00,False,R,CA,0.0,No
37.746959999999994,-122.404381,False,False,False,False,False,False,False,False,2.0,2018-01-14 15:56:40,False,R,CA,0.0,No
37.711312,-122.395505,False,False,False,True,False,False,False,False,2.0,2019-10-03 06:22:00,False,R,CA,0.0,No
